FID,fid,the_geom,id,longitud0,latitude1,porta_ab2,cod_cnes3,nome_est4,nomecomp5,cod_tipo6,tipo
saude_sala_situacao_2.310,310,MULTIPOINT ((187359.43128801085 8255569.160279883)),310,-47.917548,-15.75891,nao,6876617,HCB,HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENCAR-HCB,7,Hospital Especializado
saude_sala_situacao_2.311,311,MULTIPOINT ((188492.67157917994 8249464.351051853)),311,-47.907769,-15.814171,sim,0010596,Hospital Dia,HOSPITAL DIA,62,Hospital Dia
saude_sala_situacao_2.312,312,MULTIPOINT ((175066.2110140749 8235493.676367962)),312,-48.034864,-15.938581,sim,7526504,UBS 5 Riacho Fundo II,UBS 05 RIACHO FUNDO II - CAUB II,2,UBS
saude_sala_situacao_2.313,313,MULTIPOINT ((171675.5680054528 8227144.106942178)),313,-48.067649,-16.013508,sim,0010898,UBS 7 Gama,UBS 7 GAMA,2,UBS
saude_sala_situacao_2.314,314,MULTIPOINT ((174457.1685205112 8228061.358559)),314,-48.0415606,-16.0055971,sim,3027635,UBS 15 Gama,UBS 15 PFDF GAMA,2,UBS
saude_sala_situacao_2.315,315,MULTIPOINT ((174844.5158834827 8244816.3753957525)),315,-48.035669,-15.854389,sim,7108923,UBS 1 Águas Claras,UBS 01 AGUAS CLARAS,2,UBS
saude_sala_situacao_2.316,316,MULTIPOINT ((171437.98601035948 8242290.770671516)),316,-48.067785,-15.876741,sim,7114397,UBS 8 Samambaia,UBS 08 SAMAMBAIA,2,UBS
saude_sala_situacao_2.317,317,MULTIPOINT ((169844.87051233224 8242133.983460078)),317,-48.082666,-15.877945,sim,7299877,UBS 7 Samambaia,UBS 07 SAMAMBAIA,2,UBS
saude_sala_situacao_2.318,318,MULTIPOINT ((200407.65289343812 8268357.291990411)),318,-47.794314,-15.645032,sim,9031340,NUFIRF Sobradinho,NUFIRF SOBRADINHO,36,Centro de Especialidade
saude_sala_situacao_2.319,319,MULTIPOINT ((195771.98783212615 8269331.178167496)),319,-47.837392,-15.635683,sim,6770665,UBS 4 Sobradinho II,UBS 4 SETOR DE MANSOES SOBRADINHO II,2,UBS
saude_sala_situacao_2.320,320,MULTIPOINT ((179820.61128703202 8249782.701449824)),320,-47.988598,-15.810198,sim,0011657,UBS 4 Guará,UBS 04 GUARA - LUCIO COSTA,2,UBS
saude_sala_situacao_2.321,321,MULTIPOINT ((199115.5212084102 8238901.103195736)),321,-47.810019,-15.910858,sim,7566530,UBS 16 São Sebastião,UBS 16 PDF I SAO SEBASTIAO,2,UBS
saude_sala_situacao_2.322,322,MULTIPOINT ((180129.13548749598 8248885.027874928)),322,-47.98584,-15.818342,sim,2814897,HRGu,HRGU,5,Hospital
saude_sala_situacao_2.324,324,MULTIPOINT ((189245.62793260883 8252869.293595241)),324,-47.900309,-15.783522,nao,DIVEP,DIVEP,Diretoria de Vigilância Epidemiológica,68,ADMC
saude_sala_situacao_2.325,325,MULTIPOINT ((189245.62793260883 8252869.293595241)),325,-47.900309,-15.783522,nao,SVS,SVS,Subsecretaria de Vigilância em Saúde,68,ADMC
saude_sala_situacao_2.326,326,MULTIPOINT ((187170.8902417189 8255428.325593732)),326,-47.919324,-15.760158,nao,DIVAL,DIVAL,Diretoria de Vigilância Ambiental,68,ADMC
saude_sala_situacao_2.327,327,MULTIPOINT ((232919.988342421 8255752.014436724)),327,-47.492673,-15.762539,sim,2672227,UBS 15 Planaltina,UBS 15 RIO PRETO PLANALTINA,2,UBS
saude_sala_situacao_2.328,328,MULTIPOINT ((216927.02228960057 8269043.361124704)),328,-47.6402785,-15.6407456,sim,5050340,UBS 6 Planaltina,UBS 6 ARAPOANGA PLANALTINA,2,UBS
saude_sala_situacao_2.329,329,MULTIPOINT ((215656.7301713389 8264973.431595359)),329,-47.652592,-15.677358,sim,5050359,UBS 8 Planaltina,UBS 8 VALE DO AMANHECER PLANALTINA,2,UBS
saude_sala_situacao_2.330,330,MULTIPOINT ((166908.62724141043 8248908.339531727)),330,-48.109115601,-15.816399574,nao,7991223,SAMU USB Ceil. IV,SAMU DF USB - CEILANDIA IV,42,SAMU
saude_sala_situacao_2.331,331,MULTIPOINT ((156604.69340044184 8264497.00382587)),331,-48.202980042,-15.674291611,nao,7991231,SAMU USB Brazlandia I,SAMU DF USB - BRAZLANDIA I,42,SAMU
saude_sala_situacao_2.332,332,MULTIPOINT ((188106.2718561843 8253656.03575463)),332,-47.910831451,-15.776276588,nao,7991290,SAMU USB P. Piloto III,SAMU DF USB - PLANO PILOTO III,42,SAMU
